ISO3,FIPS,ISO2,UN,NAME,AREA,POP2005,REGION,SUBREGION,LON,LAT,country,ln_maddison_pcgdp2000,ln_export_area,ln_export_pop,colony0,colony1,colony2,colony3,colony4,colony5,colony6,colony7,abs_latitude,longitude,rain_min,humid_max,low_temp,ln_coastline_area,island_dum,islam,legor_fr,legor_uk,region_n,region_s,region_w,region_e,region_c,ln_avg_gold_pop,ln_avg_oil_pop,ln_avg_all_diamonds_pop,ln_pop_dens_1400,atlantic_distance_minimum,indian_distance_minimum,saharan_distance_minimum,red_sea_distance_minimum,ethnic_fractionalization,state_dev,land_area,geometry
DZA,AG,DZ,12,Algeria,238174,32854159,2,15,2.632,28.163,Algeria,7.934513568878174,3.257355213165283,9.961392402648926,0,0,1,0,0,0,0,0,36,2.6369099617004395,0,66,0,-0.7015860676765442,0,99,1,0,1,0,0,0,0,-13.815510749816895,0.9135317802429199,-6.907755374908447,-0.4040989875793457,6.559231758117676,14.912309646606445,0.9850904941558838,3.6541647911071777,0.3393999934196472,0.9900000095367432,2.38,"list(list(c(329907.556109855, 532756.381262157, 593116.369518556, 712259.171485799, 959799.989204328, 910995.409370243, 918571.145996681, 834061.173449125, 929363.014031642, 1008028.82463204, 1061666.56279791, 1035704.07455765, 1087189.33904954, 1107443.25248243, 1098908.83240127, 1046217.64386562, 1141272.1325396, 1286729.414977, 1334328.29340631, 829420.041238961, 647044.428916415, 472582.073916401, 370910.309431709, 359902.036306648, 199911.215109755, 129965.505501149, 130206.178240244, -535013.829215949, 
-741697.054228629, -964782.649612228, -964769.068634354, -964830.850951746, -793027.695947796, -616524.52072307, -547753.788339788, -403718.723716769, -425054.996558643, -317693.470260526, -131418.892772943, -112463.632519644, -185687.144534669, -194499.863342798, -245954.292335746, 105753.516253609, 329907.556109855, 4411573.98806433, 4424442.53332102, 4389083.53349336, 4451155.01068735, 4430937.39057162, 4372987.02853281, 4115666.32874883, 4013705.60709871, 3833524.28549665, 3776444.08807816, 3533714.21290996, 
3519305.55743461, 3430205.81839037, 3226858.17015406, 3062902.98537961, 3018084.19549394, 2827406.95497716, 2790312.37004143, 2695305.99337694, 2374342.69532669, 2207529.20236327, 2172210.85754616, 2152156.0641237, 2251752.02497999, 2309592.96129364, 2361035.11944652, 2404109.95357429, 2875778.40194377, 3015087.52062759, 3159807.86728042, 3207012.37779452, 3338716.23469232, 3456967.22531494, 3491022.76040755, 3569023.91860212, 3628925.60991366, 3723413.23907738, 3774911.29935634, 3777830.79650268, 
3830223.49916278, 3930013.18942938, 4129581.51422261, 4175551.36020254, 4362756.30055816, 4411573.98806433)))"
EGY,EG,EG,818,Egypt,99545,72849793,2,15,29.872,26.494,Egypt,7.979339122772217,0.3999168574810028,5.477251052856445,0,1,0,0,0,0,0,0,28,29.87952995300293,0,41,1,0.8960880637168884,0,88,1,0,1,0,0,0,0,-13.815510749816895,-0.36104243993759155,-6.907755374908447,1.4309229850769043,16.392658233642578,4.667311668395996,0.43038469552993774,1.1126583814620972,0.18359999358654022,0.9900000095367432,1,"list(list(c(2818238.54100141, 3042485.24808289, 3235995.77679059, 3453996.30471069, 3553482.91887527, 3585043.76785422, 3551091.71384041, 3537053.20429552, 3578149.99720321, 3585662.05848301, 3642064.09235433, 3685973.7679029, 3690210.07787053, 3689529.78831879, 3719245.95701513, 3732851.74804989, 3756352.73704632, 3808981.3296213, 3814649.5599188, 3885473.5624269, 3813187.06477761, 3700568.9938038, 3626232.28519584, 3600164.71064965, 3735758.05372535, 3911612.47819949, 3986690.62598182, 3949955.83948828, 
3970828.24401201, 4106405.45038175, 3501431.00121369, 3501616.57333236, 3481084.31358449, 2783145.87666553, 2782739.91111531, 2750333.58367349, 2799870.72310448, 2818238.54100141, 3698000.51028828, 3681546.14544476, 3609610.51710096, 3710991.02412468, 3701757.86012293, 3670468.58175311, 3701917.78362206, 3668080.57465718, 3642384.92332229, 3670215.64765826, 3636970.51750333, 3657846.61578296, 3645959.64173725, 3640327.04090617, 3652859.11188311, 3647946.0436407, 3650077.13132846, 3674811.51266357, 
3660903.44645888, 3437740.07026561, 3214800.97156902, 3319058.20561806, 3504228.25214367, 3451845.35748767, 3234237.65167594, 2816595.72257045, 2743189.42760539, 2745895.57766051, 2627887.3197909, 2511538.74584954, 2511325.31904207, 2539429.14010178, 2511325.31904207, 2511488.82388878, 3407362.20177502, 3525241.74736095, 3717055.2491545, 3698000.51028828), c(3785017.47195358, 3784275.1834789, 3780410.01774861, 3785017.47195358, 3086940.62063502, 3092237.64603794, 3097051.42600029, 3086940.62063502
)), list(c(3787799.77978316, 3789531.50312398, 3775678.56569776, 3787799.77978316, 3185871.26366071, 3178830.85513637, 3189392.33469568, 3185871.26366071)), list(c(3695281.2500471, 3702640.43727033, 3684860.33519088, 3670945.39884172, 3684242.04456209, 3695281.2500471, 3663016.91151852, 3660702.34851474, 3662293.34654325, 3654629.74491406, 3662980.65776504, 3663016.91151852)), list(c(3726605.14423836, 3703228.15308781, 3718132.52430311, 3726605.14423836, 3650618.89107063, 3660738.59555573, 3656364.39810968, 
3650618.89107063)), list(c(3567480.23735491, 3566985.09527169, 3567789.38266931, 3567480.23735491, 3651377.4939201, 3653292.81405507, 3652678.48984957, 3651377.4939201)))"
ERI,ER,ER,232,Eritrea,10100,4526722,2,14,38.219,16.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"list(list(c(4318948.556912, 4421733.40498515, 4439575.58164999, 4471796.34034316, 4583085.21827647, 4800250.50918123, 4719915.12885789, 4478166.93216228, 4344134.14642602, 4280172.08208654, 4220276.07346777, 4182519.50781693, 4151289.04731386, 4067927.6692723, 4056847.70639519, 4115821.43303274, 4118356.62311605, 4165941.14133106, 4297009.48902747, 4318948.556912, 1997011.25209825, 1698901.88252882, 1745672.03371687, 1686158.97420899, 1646883.14486198, 1426429.31013106, 1399212.91160198, 1625148.50448566, 
1649490.56652158, 1622159.21971957, 1675790.2491154, 1585950.38438897, 1626118.49359916, 1604298.4635346, 1706487.65237495, 1835947.06370624, 1929427.6195084, 1924808.11478073, 2036949.38350898, 1997011.25209825)), list(c(4462488.80639845, 4499471.59026876, 4450305.66736756, 4462488.80639845, 1787551.09592183, 1755428.81251706, 1759024.3453723, 1787551.09592183)), list(c(4465395.13566407, 4450522.18377715, 4456149.60667573, 4465395.13566407, 1811189.32921841, 1806137.72239174, 1815758.89737097, 1811189.32921841
)))"
ESH,WI,EH,732,Western Sahara,0,440428,2,15,-13.706,24.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"list(list(c(-1752391.09010923, -1887205.56130985, -1898256.69243885, -1883216.87263524, -1861200.43770462, -1835782.19045485, -1789522.93077774, -1755137.45326661, -1756312.6531309, -1781823.18423855, -1763084.55171433, -1658784.20009354, -1611937.17350504, -1511069.35838286, -1466629.94974124, -964769.068634354, -964782.649612228, -964799.904133296, -1335895.89447565, -1335864.83633771, -1458872.87366429, -1447122.5448136, -1752391.09010923, 2432261.35424255, 2432267.21034422, 2363771.56349535, 
2504689.55895293, 2542869.93299941, 2551693.18449261, 2671302.09170312, 2726825.64038507, 2742308.90867694, 2712943.5628271, 2740854.57542415, 2837477.33144931, 3020288.88250834, 3089986.90023634, 3207049.3308341, 3207012.37779452, 3159807.86728042, 2999115.00343792, 2999080.94347066, 2687068.88834021, 2619090.56219191, 2432233.98595658, 2432261.35424255)))"
ETH,ET,ET,231,Ethiopia,100000,78985857,2,14,39.616,8.626,Ethiopia,6.436150550842285,7.078711032867432,12.992779731750488,1,0,0,0,0,0,0,0,12,39.61983108520508,5,73,0,4.529333114624023,0,32,1,0,0,0,0,1,0,-3.8059134483337402,-9.21034049987793,-6.907755374908447,0.3556669354438782,12.588990211486816,2.705883741378784,2.543247699737549,0.5100758075714111,0.7235000133514404,0.8429999947547913,1.22,"list(list(c(4067927.6692723, 4151289.04731386, 4182519.50781693, 4220276.07346777, 4280172.08208654, 4344134.14642602, 4478166.93216228, 4719915.12885789, 4656339.12051248, 4652010.239474, 4780514.4540195, 4749229.55828543, 4769823.44144321, 4899232.1268514, 5233345.22200394, 5342026.77482387, 5003903.39501551, 4863146.2441184, 4664861.85204709, 4583177.83609281, 4540028.28639102, 4399840.20073082, 4243622.44235489, 4123242.65820594, 4000883.94746917, 3987649.28452825, 3929794.0961342, 3863311.75852314, 
3752734.54609448, 3672552.89798793, 3701682.20310228, 3798282.47422542, 3816712.30648218, 3851035.89035643, 3881091.81891213, 3906973.3778826, 3974226.04636993, 4023386.18065762, 4067927.6692723, 1604298.4635346, 1626118.49359916, 1585950.38438897, 1675790.2491154, 1622159.21971957, 1649490.56652158, 1625148.50448566, 1399212.91160198, 1316132.89523047, 1233020.27573744, 1232383.27961212, 1190456.86376814, 1144174.89294152, 1006834.92886554, 893588.530157717, 893925.43554677, 546410.841702199, 545231.559431232, 
443444.241953497, 439223.832716358, 477781.404363556, 379421.073279479, 402315.339625143, 487558.69602341, 515133.364662731, 594035.104707808, 599563.409991946, 745055.420057957, 855289.981944806, 885033.399796519, 945047.384934704, 958398.257721502, 1181585.45304951, 1219382.78825019, 1202068.2809638, 1326019.81157472, 1421612.11626738, 1426268.52251912, 1604298.4635346)))"
GAB,GB,GA,266,Gabon,25767,1290693,2,17,11.797,-0.591,Gabon,8.265393257141113,4.627390384674072,11.694955825805664,0,0,1,0,0,0,0,0,0.20000000298023224,11.797470092773438,3,79,17,1.1946005821228027,0,0.800000011920929,1,0,0,0,0,0,1,-1.6541930437088013,2.65010666847229,-2.1659529209136963,-0.6607257127761841,5.531399250030518,8.36679458618164,3.7028396129608154,3.5288612842559814,0.7689999938011169,0.010999999940395355,0.268,"list(list(c(1394122.00706354, 1479869.06539385, 1467946.16293183, 1579500.06061185, 1612710.25080113, 1541589.41783318, 1616204.27229407, 1606309.49898256, 1570810.86909645, 1532003.36518591, 1500896.04257479, 1447321.32944971, 1408191.51606989, 1389050.83488697, 1288430.40480284, 1327577.62883909, 1279834.21167186, 1240172.73629531, 1079891.93168412, 1127728.34723577, 1070367.87795979, 999989.333466526, 1059081.10143317, 969592.875218454, 1003421.35603653, 1035085.81965382, 1040559.1355292, 1104412.930358, 
1035673.11082115, 1068667.15408044, 1064739.98942721, 1091373.62263287, 1263908.9814788, 1262336.92659706, 1394122.00706354, 254246.966014781, 240909.27653542, 136095.626568544, 154904.035219706, 101706.961091183, -22109.2423837309, -67813.4488726574, -210617.608977395, -277613.26589111, -232585.497753465, -271423.143955126, -263643.083198468, -202914.018027891, -259136.310842936, -259817.163426728, -405134.892478048, -390635.281374461, -437301.915551995, -272320.607465102, -280615.654853281, -264645.267088855, 
-137397.478455526, -177763.092697414, -71369.6810069239, -91192.2692165646, -41373.9549701808, 40415.7121932721, 20625.0817529057, 58814.6679448855, 53557.719533267, 109438.776730897, 111615.435577151, 111541.535143135, 241466.390979384, 254246.966014781), c(1063595.98190388, 1062482.54919186, 1061771.6848288, 1063595.98190388, 30551.3600592293, 31726.3810489626, 30149.211807433, 30551.3600592293)), list(c(1002741.06648479, 995938.170967411, 1002617.49328906, 1002741.06648479, -85471.2581600605, 
-73286.887414815, -66669.1654357422, -85471.2581600605)))"
GHA,GH,GH,288,Ghana,22754,2253501,2,11,-1.207,7.96,Ghana,7.15461540222168,8.818253517150879,13.6986665725708,0,1,0,0,0,0,0,0,7,-1.207360029220581,15,77,15,0.8132520318031311,0,16,0,1,0,0,1,0,0,0.6532509326934814,-5.899706840515137,-2.239468812942505,1.3386152982711792,4.772587776184082,9.29952621459961,3.174177885055542,4.332307815551758,0.67330002784729,0.6510000228881836,0.239,"list(list(c(71192.1539470263, 73718.2158321079, 28479.1992881182, -88560.8888175341, -179595.408039983, -229194.475079872, -345428.944030646, -345343.339342224, -325957.717937519, -307736.609726007, -361695.615942296, -276938.180166698, -298955.283014279, -315484.780243695, -68832.5147006748, -16671.429580177, 41002.6420023628, 24211.9892475403, 61318.4490721357, 42605.86530876, 80953.9827336736, 58442.7326664693, 133459.935636642, 77057.8005558999, 70625.983016851, 57005.5980403339, 23176.3840246949, 
54422.8745344328, 71192.1539470263, 651848.322198633, 641630.431288761, 642034.331085035, 580558.048494795, 559633.27196396, 527233.336950589, 566806.636538949, 569547.363242476, 568505.398660546, 622053.733634431, 737615.053245639, 915701.992847195, 1060362.09780465, 1232334.40254032, 1222090.84255924, 1247821.36539203, 1148228.38865932, 1057586.37080975, 1052414.1952917, 979065.399039513, 929606.535823332, 775325.557569654, 680396.483050668, 640946.604570451, 663326.990724786, 675325.091695666, 
679182.135811002, 674022.748444477, 651848.322198633)))"
GIN,GV,GN,324,Guinea,24572,9002656,2,11,-10.942,10.439,Guinea,6.349139213562012,7.260779857635498,12.823203086853027,0,0,1,0,0,0,0,0,10,-10.939220428466797,3,87,17,0.34110721945762634,0,80,1,0,0,0,1,0,0,-0.8973768353462219,-9.21034049987793,-3.673854351043701,0.6566054224967957,3.719984769821167,10.269244194030762,3.2454137802124023,5.258810997009277,0.7389000058174133,0.4059999883174896,0.246,"list(list(c(-1514254.8769314, -1632438.66148546, -1635623.51211705, -1671667.87267997, -1634943.2387088, -1526097.48963994, -1555248.502055, -1526539.65065738, -1374284.08691724, -1266043.02532236, -1259641.93196276, -1216598.46973569, -1185858.48290906, -1149250.51176424, -1080015.68842383, -1019191.8318493, -949987.176090899, -930383.702442711, -966315.185041979, -922807.631857792, -887659.838473705, -906542.741057985, -860809.020696922, -885855.794805908, -851208.493852428, -912603.53073422, -884637.959576625, 
-942848.145826839, -964088.795226119, -1013780.48008235, -1055883.29261222, -1055715.08886162, -1142878.36147225, -1190654.90580887, -1176816.89122785, -1248386.30692916, -1386608.04510398, -1480060.53498595, -1514254.8769314, 1088884.194454, 1172810.82940178, 1236107.44661155, 1227168.57792604, 1289961.61920501, 1313322.06704839, 1363325.9438154, 1422879.29503556, 1380068.66678162, 1392151.24303019, 1348300.34570962, 1371262.05747508, 1333489.04839188, 1371325.27323317, 1349027.52514953, 1401081.57714121, 
1288165.36369926, 1266775.79956419, 1228295.42994429, 1232988.63544384, 1137614.90614211, 1066239.35121406, 1015946.69861491, 984987.642469386, 936022.879272036, 949330.447223795, 895544.009915552, 844176.793648424, 859190.293351776, 803493.505485202, 821797.290175094, 932480.318038474, 948397.490228091, 927044.107756531, 1012731.29532715, 1118607.27097563, 1106269.54488361, 1009643.96828971, 1088884.194454)))"
GMB,GA,GM,270,Gambia,1000,1617029,2,11,-15.386,13.453,Gambia,6.796823501586914,7.561687469482422,12.204872131347656,0,1,0,0,0,0,0,0,13,-15.38401985168457,0,78,7,1.957223892211914,0,94,0,1,0,0,1,0,0,-13.815510749816895,-9.21034049987793,-6.907755374908447,1.575844407081604,3.8887970447540283,10.792570114135742,3.171976089477539,5.6378679275512695,0.7864000201225281,0.4259999990463257,0.011300000000000001,"list(list(c(-1862560.98452109, -1803468.81394533, -1799170.54576682, -1702724.45213844, -1797129.61422262, -1825052.55001524, -1844081.9490494, -1677615.67307307, -1536054.57281344, -1597558.48015723, -1682223.186797, -1701518.63941417, -1759250.04053446, -1759930.3139427, -1864698.76402228, -1862560.98452109, 1511158.86294686, 1488499.08753827, 1508361.4088123, 1515960.24906133, 1511667.75054014, 1497522.78673178, 1527219.60281426, 1554305.87255171, 1506199.4770807, 1486910.9498915, 1527887.87016648, 
1502544.1148543, 1499492.97256392, 1477985.91902418, 1466585.33260646, 1511158.86294686)))"
GNB,PU,GW,624,Guinea-Bissau,2812,1596929,2,11,-14.651,12.125,Guinea-Bissau,6.523562431335449,8.518584251403809,13.781655311584473,0,0,0,1,0,0,0,0,12,-14.965330123901367,0,74,13,2.0268352031707764,0,34,1,0,0,0,1,0,0,-13.815510749816895,-9.21034049987793,-6.907755374908447,0.9559577703475952,3.7956743240356445,10.631108283996582,3.2846174240112305,5.633391857147217,0.8082000017166138,0.21400000154972076,0.0361,"list(list(c(-1616018.92527395, -1526539.65065738, -1555248.502055, -1526097.48963994, -1634943.2387088, -1671667.87267997, -1672328.10857987, -1715124.2188984, -1699323.19641675, -1726472.57306784, -1672822.92371645, -1731760.24888051, -1662216.62527265, -1670225.2833988, -1777030.32356243, -1748210.82059096, -1764723.2859383, -1795366.98140539, -1818280.65143181, -1818342.21111023, -1793419.11295549, -1861013.64359907, -1616018.92527395, 1423164.66319075, 1422879.29503556, 1363325.9438154, 1313322.06704839, 
1289961.61920501, 1227168.57792604, 1254259.07228055, 1253092.87071845, 1280441.99846767, 1270465.48427088, 1299556.23602379, 1314237.72156631, 1317364.49549631, 1342768.35996507, 1315469.47478155, 1346214.16837335, 1347605.16510887, 1332275.69401806, 1345328.75249291, 1362910.54078142, 1383382.55206784, 1382424.71898411, 1423164.66319075)), list(c(-1790914.42441264, -1808292.39880089, -1790295.71068281, -1790914.42441264, 1235004.94189692, 1243511.99430203, 1255583.17032585, 1235004.94189692)), 
    list(c(-1784668.28778424, -1799170.54576682, -1778700.00460485, -1784668.28778424, 1317933.1263979, 1330759.01100028, 1334993.35078739, 1317933.1263979)), list(c(-1775824.28819918, -1788347.84223291, -1776473.61478898, -1775824.28819918, 1280117.30272417, 1283145.87931973, 1299556.23602379, 1280117.30272417)), list(c(-1768402.95170646, -1779009.25015026, -1775144.01479094, -1768402.95170646, 1238029.34666533, 1237714.37202604, 1254227.75212979, 1238029.34666533)), list(c(-1731358.38551876, -1740325.72709961, 
    -1722359.98579998, -1731358.38551876, 1290813.5467215, 1292864.78695121, 1303754.6499088, 1290813.5467215)), list(c(-1781761.51324065, -1787945.75623217, -1778947.35651339, -1781761.51324065, 1239856.87091998, 1250602.87317129, 1255078.7403225, 1239856.87091998)), list(c(-1807426.5558015, -1814693.60347998, -1801675.12299019, -1807426.5558015, 1327157.05798193, 1342483.98622703, 1331675.29116059, 1327157.05798193)), list(c(-1752169.0077251, -1756219.70135609, -1744098.23332309, -1752169.0077251, 
    1251044.03290539, 1257726.71553614, 1266870.4773142, 1251044.03290539)), list(c(-1809003.73034706, -1827804.25650816, -1824959.48692093, -1809003.73034706, 1293022.59760202, 1286900.70671278, 1294064.1220399, 1293022.59760202)), list(c(-1800902.2317656, -1810549.8467547, -1799015.9229941, -1800902.2317656, 1256528.84143903, 1264063.9778793, 1265041.45181482, 1256528.84143903)), list(c(-1804798.41394336, -1814569.59356724, -1799418.12031434, -1804798.41394336, 1282010.32843544, 1283114.53130734, 
    1290561.11297042, 1282010.32843544)), list(c(-1765774.58720935, -1770691.12383971, -1762218.48607596, -1765774.58720935, 1254795.03731446, 1257632.06429863, 1266239.75159952, 1254795.03731446)), list(c(-1745458.89145907, -1752509.08876947, -1743912.66373194, -1745458.89145907, 1281978.75437907, 1284124.04354042, 1289109.60079236, 1281978.75437907)))"
GNQ,EK,GQ,226,Equatorial Guinea,2805,484098,2,17,10.488,1.607,Equatorial Guinea,8.981681823730469,-0.9844123125076294,4.560218334197998,0,0,0,0,0,1,0,0,3,10.342040061950684,5,95,17,2.3545899391174316,0,0.5,1,0,0,0,0,0,1,-13.815510749816895,0.36276617646217346,-6.907755374908447,0.8622092008590698,5.577305793762207,8.556145668029785,3.4622151851654053,3.5150365829467773,0.3467000126838684,0.210999995470047,0.0281,"list(list(c(1116101.45983736, 1262336.7541959, 1263909.03068385, 1091373.61606947, 1041610.13014169, 1092240.57226379, 1116101.45983736, 241404.505742403, 241466.332328867, 111541.580985184, 111615.508437896, 129943.547036378, 260972.056197643, 241404.505742403)), list(c(985919.660565585, 940216.66438398, 966933.342174354, 997298.738914498, 985919.660565585, 389798.748975872, 364708.021773009, 416816.723064321, 412602.402566172, 389798.748975872)), list(c(627996.439527285, 625089.776303186, 627161.543346355, 
627996.439527285, -164183.431237731, -163564.847347661, -158151.774350131, -164183.431237731)))"
KEN,KE,KE,404,Kenya,56914,35598952,2,14,37.858,0.53,Kenya,6.927557945251465,4.999110221862793,10.44662857055664,0,1,0,0,0,0,0,0,2,37.85755157470703,15,62,5,-0.08405301719903946,0,6,0,1,0,0,0,1,0,-5.279897212982178,-9.21034049987793,-6.907755374908447,0.8193113803863525,11.083343505859375,2.704583168029785,3.358859062194824,1.3613299131393433,0.8587999939918518,0.1720000058412552,0.583,"list(list(c(4000883.94746917, 4123242.65820594, 4243622.44235489, 4399840.20073082, 4540028.28639102, 4583177.83609281, 4664861.85204709, 4562606.88475014, 4563913.10765511, 4626233.0981859, 4599195.59762307, 4552039.10285015, 4560047.98361528, 4547957.35108124, 4523807.47810955, 4479124.94770005, 4364060.89187548, 4187127.8007773, 4185921.87673353, 3775987.51792884, 3774534.35329601, 3897264.2032151, 3836440.68059903, 3784491.54778901, 3828075.91142184, 4000883.94746917, 515133.364662731, 487558.69602341, 
402315.339625143, 379421.073279479, 477781.404363556, 439223.832716358, 443444.241953497, 315157.428627215, -96418.7076383981, -186472.011754413, -218012.237008673, -224819.182256451, -255979.844455415, -248985.95288347, -283958.459961738, -296587.701543595, -520395.920200457, -390325.494431089, -333646.667380815, -111448.837680909, 11472.1476289836, 211019.868714325, 408977.124311964, 470503.532367291, 513701.939656848, 515133.364662731)), list(c(4579467.22350621, 4558563.42688606, 4571211.21347152, 
4579467.22350621, -236546.23185914, -242023.329626389, -227603.920074555, -236546.23185914)))"
LBR,LI,LR,430,Liberia,9632,3441796,2,11,-9.657,6.682,Liberia,6.741700649261475,4.113622188568115,10.010043144226074,1,0,0,0,0,0,0,0,6,-9.307100296020508,31,95,13,1.6517722606658936,0,14,0,1,0,0,1,0,0,-1.717546820640564,-9.21034049987793,-2.123542070388794,0.3226073682308197,3.776146411895752,9.777016639709473,3.594752311706543,5.227499961853027,0.9083999991416931,0,0.111,"list(list(c(-1202926.65515443, -1279320.43494774, -1142878.36147225, -1055715.08886162, -1055883.29261222, -1013780.48008235, -964088.795226119, -942848.145826839, -924879.510220442, -958058.284451363, -826361.760868396, -837723.918654675, -1017769.39139594, -1202926.65515443, 714266.977232303, 773005.706783371, 948397.490228091, 932480.318038474, 821797.290175094, 803493.505485202, 859190.293351776, 844176.793648424, 765576.184066328, 726009.382177382, 651172.217836054, 485018.924894114, 563513.499115201, 
714266.977232303)))"
